time 0.05 0.02 0.01 0.005
0.00 1.013 1.003 1.015 1.001
0.03 0.847 0.929 0.981 0.979
0.06 0.681 0.866 0.922 0.968
0.08 0.586 0.809 0.895 0.928
0.11 0.476 0.752 0.863 0.935
0.14 0.379 0.703 0.850 0.940
0.17 0.320 0.649 0.812 0.909
0.19 0.251 0.603 0.788 0.892
0.22 0.201 0.557 0.742 0.858
0.25 0.146 0.509 0.737 0.842
0.28 0.124 0.483 0.711 0.824
0.31 0.102 0.438 0.670 0.839
0.33 0.084 0.391 0.659 0.812
0.36 0.056 0.374 0.621 0.799
0.39 0.036 0.324 0.599 0.787
0.42 0.037 0.316 0.580 0.771
0.44 0.038 0.301 0.569 0.765
0.47 0.016 0.273 0.540 0.724
0.50 0.026 0.231 0.527 0.715
0.53 0.003 0.229 0.496 0.721
0.56 0.034 0.204 0.483 0.701
0.58 0.004 0.172 0.447 0.679
0.61 0.003 0.169 0.437 0.683
0.64 0.031 0.159 0.417 0.681
0.67 0.007 0.144 0.416 0.657
0.69 0.009 0.122 0.379 0.650
0.72 0.002 0.112 0.372 0.612
0.75 -0.003 0.110 0.364 0.607
0.78 -0.012 0.108 0.345 0.596
0.81 0.003 0.092 0.337 0.620
0.83 -0.018 0.075 0.307 0.574
0.86 -0.005 0.079 0.326 0.559
0.89 -0.006 0.073 0.293 0.578
0.92 -0.017 0.047 0.283 0.553
0.94 0.002 0.053 0.270 0.534
0.97 -0.009 0.053 0.236 0.521
1.00 0.004 0.042 0.237 0.513
1.03 -0.008 0.057 0.246 0.512
1.06 0.026 0.041 0.218 0.493
1.08 -0.006 0.028 0.218 0.476
1.11 0.009 0.010 0.191 0.473
1.14 -0.014 0.033 0.194 0.457
1.17 0.006 0.017 0.188 0.454
1.19 0.010 0.026 0.173 0.459
1.22 0.014 0.015 0.175 0.443
1.25 0.014 0.013 0.160 0.431
1.28 0.002 0.020 0.148 0.406
1.31 0.004 0.021 0.150 0.418
1.33 0.000 0.016 0.146 0.410
1.36 0.002 0.001 0.129 0.384
1.39 0.009 0.010 0.116 0.397
1.42 0.010 0.006 0.107 0.378
1.44 0.007 0.026 0.117 0.369
1.47 0.012 0.019 0.097 0.369
1.50 0.006 0.005 0.099 0.365
1.53 0.008 0.008 0.105 0.344
1.56 0.012 0.002 0.099 0.359
1.58 0.009 0.002 0.080 0.332
1.61 0.009 0.008 0.087 0.319
1.64 0.008 0.010 0.079 0.323
1.67 0.001 0.019 0.076 0.305
1.69 0.008 0.006 0.071 0.320
1.72 0.003 0.015 0.053 0.290
1.75 0.006 0.022 0.071 0.287
1.78 0.010 0.000 0.062 0.288
1.81 0.010 0.008 0.068 0.285
1.83 0.009 0.013 0.057 0.264
1.86 0.006 0.001 0.060 0.267
1.89 0.005 0.007 0.052 0.231
1.92 0.008 0.003 0.060 0.261
1.94 0.003 0.002 0.034 0.254
1.97 0.023 0.015 0.047 0.232
2.00 0.005 0.005 0.046 0.243
2.03 0.007 0.004 0.048 0.226
2.06 0.002 0.021 0.042 0.228
2.08 0.009 0.013 0.050 0.224
2.11 0.006 0.011 0.042 0.219
2.14 0.007 0.018 0.034 0.202
2.17 0.003 0.001 0.045 0.208
2.19 0.008 0.008 0.051 0.197
2.22 0.005 0.010 0.033 0.196
2.25 0.006 0.013 0.022 0.200
2.28 0.007 0.004 0.019 0.197
2.31 0.009 0.010 0.028 0.199
2.33 0.011 0.004 0.001 0.182
2.36 0.010 0.003 0.013 0.165
2.39 0.013 0.004 0.024 0.181
2.42 0.000 0.003 0.023 0.169
2.44 0.000 0.009 0.010 0.150
2.47 0.001 0.012 0.011 0.164
2.50 0.004 0.005 0.046 0.154
2.53 0.005 0.003 0.007 0.157
2.56 0.010 0.014 0.029 0.170
2.58 0.004 0.006 0.031 0.145
2.61 0.001 0.002 0.007 0.167
2.64 0.002 0.001 0.024 0.145
2.67 0.002 0.016 0.004 0.132
2.69 0.010 0.014 0.032 0.131
2.72 0.009 0.003 0.004 0.127
2.75 0.014 0.008 0.013 0.124
2.78 0.003 0.006 0.005 0.124
2.81 0.010 0.001 0.000 0.112
2.83 0.009 0.007 0.031 0.113
2.86 0.009 0.003 0.005 0.109
2.89 0.003 0.003 0.013 0.120
2.92 0.004 0.022 0.020 0.137
2.94 0.022 0.017 0.001 0.110
2.97 0.004 0.011 0.013 0.091
3.00 0.003 0.009 0.007 0.102
